sector,num_bedrooms,num_bathrooms,num_balconies,age_group,super_built_up_area,built_up_area,carpet_area,floor_number,servant_room,pooja_room,store_room,furnished,Centrally Air Conditioned,False Ceiling Lighting,Intercom Facility,Private Garden / Terrace,Separate entry for servant room,Spacious Interiors
sector 110,3,3.0,3.0,Moderately New Flat,1615.0,1550.0,1450.0,10.0,0,0,0,1,0,0,1,0,0,1
sector 110,3,3.0,4.0,Moderately New Flat,2042.0,1850.0,1650.0,7.0,1,0,0,1,0,0,1,0,1,1
sector 67,4,4.0,4.0,Moderately Old Flat,2350.0,2052.401746724891,1812.8861598243477,9.0,1,1,0,1,1,1,1,0,1,1
sector 86,3,3.0,3.0,Moderately New Flat,1930.0,1900.0,1720.0,5.0,0,0,0,0,0,0,1,0,0,0
sector 82,3,4.0,2.0,Moderately New Flat,1790.0,1563.3187772925764,1380.879245142801,15.0,1,1,0,1,0,0,1,0,1,0
sector 102,3,3.0,3.0,Moderately New Flat,1650.0,1295.725267467249,1022.58,10.0,0,0,0,1,1,0,1,0,1,1
sector 102,3,4.0,2.0,Moderately New Flat,2000.0,1564.2080704148473,1228.17,17.0,1,0,0,1,1,0,1,0,1,1
sector 83,3,3.0,3.0,Moderately Old Flat,1740.0,1448.887827510917,1225.0,8.0,0,1,0,1,0,0,1,0,1,0
sector 103,4,6.0,4.0,Moderately New Flat,2875.0,2689.8335152838426,2550.0,7.0,1,0,0,0,1,0,1,0,1,0
sector 2,2,2.0,3.0,Moderately Old Flat,1415.0,1235.8078602620087,1091.5889004899796,11.0,0,0,0,0,0,0,0,0,0,0
sector 2,1,1.0,2.0,Moderately Old Flat,844.3500000000001,734.3367903930131,650.0,7.0,0,0,0,0,0,0,0,0,0,0
sector 60,2,3.0,2.0,Moderately New Flat,1550.0,1353.7117903930132,1195.7334245649954,4.0,0,0,0,0,0,1,1,0,0,0
sector 61,3,3.0,3.0,Moderately Old Flat,1700.0,1484.7161572052403,1311.449562426124,24.0,0,0,0,1,0,0,1,0,0,0
sector 63,3,4.0,4.0,Moderately Old Flat,1717.0,1499.5633187772926,1324.564058050385,8.0,0,0,0,1,0,0,0,0,0,0
sector 108,3,4.0,3.0,Moderately Old Flat,2003.0,1771.32,1302.01,3.0,0,0,0,1,0,0,1,0,0,0
sector 70,2,2.0,2.0,Moderately Old Flat,1565.0,1366.8122270742358,1207.3050383511081,22.0,0,0,0,0,0,0,1,0,0,0
sector 82,2,2.0,2.0,Moderately New Flat,1300.0,1135.3711790393013,1002.8731947964477,0.0,0,0,0,1,0,0,1,0,0,0
sector 102,3,3.0,3.0,Moderately New Flat,1650.0,1295.725267467249,1022.58,3.0,1,0,0,0,0,0,1,0,0,0
sector 43,3,3.0,2.0,Old Flat,1430.0,1248.9082969432316,1103.1605142760925,11.0,0,0,0,1,0,0,1,0,0,0
sector 49,3,3.0,4.0,Old Flat,2061.0,1800.0,1589.9397342119066,7.0,0,0,0,1,0,0,1,0,0,0
sector 54,3,3.0,4.0,Old Flat,2200.0,1921.3973799126638,1697.1700219632191,5.0,1,0,0,1,0,1,1,0,1,0
sector 2,2,2.0,3.0,Moderately Old Flat,1415.0,1235.8078602620087,1091.5889004899796,11.0,0,0,0,1,0,0,0,0,0,0
sector 108,4,4.0,4.0,Moderately New Flat,2779.0,2500.0,2300.0,10.0,1,1,0,1,1,1,1,1,1,1
sector 49,3,3.0,3.0,Old Flat,1805.0,1576.4192139737993,1392.450858928914,2.0,0,0,0,1,0,0,1,0,0,0
sector 43,3,3.0,1.0,Old Flat,1362.0,1189.519650655022,1050.7025317790476,2.0,0,0,1,1,0,0,1,0,0,0
sector 56,3,3.0,3.0,Old Flat,2000.0,1746.7248908296945,1542.8818381483811,5.0,1,0,0,1,0,0,1,0,1,0
sector 49,3,4.0,3.0,Moderately Old Flat,2182.0,1750.75,1670.0,9.0,1,0,0,1,0,1,1,0,1,0
sector 56,4,4.0,4.0,Moderately Old Flat,3117.6,2711.397379912664,2400.0,8.0,0,0,0,1,0,0,1,0,0,0
sector 52,3,3.0,4.0,Moderately New Flat,2987.7,2598.422489082969,2300.0,8.0,0,0,0,1,0,0,1,0,0,0
sector 109,3,3.0,4.0,Moderately New Flat,1750.0,1466.0,1350.0,8.0,0,0,1,0,0,0,1,0,0,0
sector 103,4,6.0,4.0,Moderately New Flat,2875.0,2701.0835152838426,2570.0,8.0,1,0,0,1,1,0,1,1,1,0
sector 109,3,3.0,3.0,Moderately New Flat,1745.0,1650.0,1550.0,19.0,0,0,1,1,1,0,1,0,1,1
sector 111,3,4.0,2.0,Moderately New Flat,2215.0,2064.1239082969432,1950.0,7.0,1,0,0,1,1,0,1,0,1,1
sector 104,4,4.0,4.0,Moderately New Flat,3150.0,2922.4208515283844,2750.0,21.0,1,0,0,1,1,0,1,1,1,1
sector 104,3,4.0,4.0,Moderately New Flat,2450.0,2279.2439956331878,2150.0,4.0,1,0,0,1,1,0,1,0,1,1
sector 104,4,4.0,4.0,Moderately New Flat,3150.0,2472.4208515283844,1950.0,21.0,1,0,0,0,1,0,1,0,1,0
sector 103,2,2.0,3.0,Moderately New Flat,1481.0,1250.0,1123.2741610754356,8.0,0,0,0,1,1,0,1,0,0,0
sector 56,3,3.0,4.0,Old Flat,2000.0,1900.0,1800.0,7.0,1,1,0,0,1,1,1,1,1,1
sector 104,4,4.0,4.0,Moderately New Flat,3150.0,3034.9208515283844,2950.0,16.0,1,0,0,1,0,0,1,0,1,1
sector 102,3,4.0,3.0,Moderately New Flat,1650.0,1295.725267467249,1022.58,7.0,1,0,0,1,1,0,1,0,1,1
sector 70,2,2.0,3.0,Moderately Old Flat,1420.0,1240.174672489083,1095.4461050853506,6.0,0,0,0,0,0,0,0,0,0,0
sector 70,3,3.0,3.0,Moderately New Flat,1950.0,1504.590884279476,1161.0,6.0,1,1,0,0,0,0,1,0,0,0
sector 70,3,4.0,3.0,Moderately New Flat,1950.0,1504.590884279476,1161.0,5.0,1,0,0,1,0,0,1,0,0,0
sector 85,2,2.0,3.0,Moderately New Flat,1640.0,1432.3144104803494,1265.1631072816726,6.0,0,0,0,1,0,0,1,0,0,0
sector 90,3,3.0,3.0,Moderately New Flat,1702.0,1540.0,1430.0,7.0,0,0,0,0,1,1,1,1,1,1
sector 67,2,2.0,2.0,Moderately New Flat,909.3000000000002,790.8242358078604,700.0,0.0,0,0,0,0,0,0,1,0,0,0
sector 90,3,3.0,2.0,Moderately New Flat,1744.0,1650.0,1401.5363652908604,12.0,0,0,0,0,0,0,0,0,0,0
sector 85,4,6.0,3.0,Moderately New Flat,3950.0,3890.0,3800.0,6.0,1,0,0,0,1,1,1,1,1,1
sector 85,4,6.0,3.0,Moderately New Flat,3950.0,3920.0,3900.0,10.0,1,0,0,0,1,1,1,1,1,1
sector 85,3,4.0,3.0,Moderately New Flat,2408.0,2399.0,2398.0,12.0,0,0,1,0,1,1,1,1,1,1
sector 85,2,2.0,3.0,Moderately New Flat,1640.0,1630.0,1620.0,8.0,0,0,1,0,1,1,1,1,1,1
sector 81,3,4.0,4.0,Moderately New Flat,2092.0,2090.0,2087.0,11.0,1,0,0,1,1,1,1,1,1,1
sector 84,3,3.0,3.0,Moderately New Flat,1750.0,1610.0,1550.0,6.0,0,0,0,0,0,0,1,1,0,1
sector 82,4,4.0,4.0,Moderately New Flat,2273.0,1746.3264192139738,1340.0,2.0,0,0,0,0,0,0,1,0,0,0
sector 85,2,2.0,3.0,New Flat,1640.0,1550.0,1250.0,17.0,0,0,0,0,1,0,1,0,1,1
sector 90,3,3.0,2.0,Moderately New Flat,1744.0,1523.1441048034935,1345.3929628653882,11.0,0,0,0,0,0,0,0,0,0,0
sector 112,3,3.0,2.0,Moderately New Flat,2802.0,2225.56,2063.5018694121864,14.0,0,0,0,1,0,0,1,1,1,1
sector 90,3,3.0,3.0,Moderately Old Flat,1703.0,1487.3362445414848,1313.7638851833467,28.0,1,0,0,0,0,0,1,0,0,0
sector 86,2,2.0,1.0,New Flat,650.799,566.0042030567686,501.0,7.0,1,1,0,0,0,0,1,0,0,0
sector 83,2,2.0,2.0,Moderately New Flat,1245.0,1150.0,1020.0,19.0,0,0,0,1,0,0,1,1,0,0
sector 90,4,4.0,4.0,Moderately Old Flat,2215.0,1934.4978165938865,1708.741635749332,15.0,1,0,0,0,0,0,1,0,0,0
sector 91,2,2.0,2.0,Moderately New Flat,1310.0,1134.552401746725,1000.0,9.0,0,0,1,0,1,0,1,0,0,1
sector 90,3,3.0,3.0,Moderately Old Flat,1702.0,1418.2314410480349,1200.0,18.0,1,0,0,0,0,1,1,0,1,0
sector 81,3,4.0,4.0,Moderately New Flat,2092.0,1532.2871179039303,1100.0,18.0,1,0,0,0,0,0,1,0,1,0
sector 104,3,4.0,4.0,Moderately New Flat,2290.0,2000.0,1766.5997046798961,15.0,1,0,0,0,1,0,1,1,1,0
sector 106,2,2.0,3.0,New Flat,1385.0,1200.0,1100.0,6.0,0,1,0,1,1,1,1,1,1,1
sector 106,4,4.0,4.0,Moderately New Flat,2355.0,2100.0,1850.0,18.0,1,1,0,1,1,1,1,1,1,1
sector 99,3,5.0,3.0,New Flat,1997.0,1715.802401746725,1500.0,11.0,1,0,0,0,0,0,1,0,0,0
sohna road,2,2.0,3.0,Moderately New Flat,1275.0,1113.5371179039303,983.587171819593,10.0,0,0,0,0,1,0,1,0,1,1
sohna road,2,2.0,2.0,Moderately New Flat,1457.0,1272.4890829694323,1123.9894190910954,7.0,0,0,0,1,1,0,1,1,0,1
sector 65,3,4.0,3.0,Moderately New Flat,3243.0,2803.0,2388.0,3.0,1,0,0,0,0,0,1,0,0,0
sector 81,3,4.0,4.0,Moderately New Flat,2132.0,1831.004366812227,1600.0,18.0,1,0,0,1,1,1,1,1,1,1
sector 95,2,2.0,2.0,Moderately New Flat,1364.0,1300.0,1020.0,6.0,0,0,0,0,0,0,1,0,0,1
sector 107,2,2.0,3.0,Moderately New Flat,1534.0,1263.8689956331878,1056.0,7.0,0,0,0,1,1,1,1,1,1,1
sector 107,2,2.0,4.0,Moderately New Flat,1366.0,1189.9440502183406,1055.0,6.0,0,1,0,1,1,1,1,1,1,1
sector 104,4,4.0,4.0,Moderately New Flat,3150.0,2751.091703056769,2430.0388950837005,10.0,1,0,0,0,1,1,1,1,1,1
sector 43,3,3.0,2.0,Old Flat,1650.0,1510.836517467249,1405.0,1.0,0,0,1,1,0,0,1,0,0,0
sector 107,3,3.0,4.0,Moderately New Flat,1943.0,1669.721615720524,1460.0,1.0,0,1,0,1,1,1,1,1,1,1
sector 104,3,4.0,4.0,Moderately New Flat,2290.0,2000.0,1750.0,10.0,1,0,0,0,1,1,1,0,1,1
sector 107,3,4.0,4.0,Moderately New Flat,2361.0,2032.254366812227,1780.0,6.0,1,1,0,1,1,1,1,1,1,1
sector 83,3,3.0,2.0,Moderately New Flat,1735.0,1200.0,1126.0,4.0,1,1,1,1,0,1,1,1,1,1
sector 108,2,2.0,2.0,Moderately New Flat,1365.0,1192.1397379912664,1053.01685453627,5.0,0,1,0,1,1,1,1,1,1,1
sector 91,3,4.0,4.0,Moderately New Flat,2320.0,1758.4129366812226,1325.0,3.0,1,0,0,0,0,0,1,0,1,0
sector 91,4,4.0,3.0,Moderately New Flat,2724.0,2379.039301310044,2101.405063558095,9.0,1,0,0,0,0,0,1,0,1,0
sector 50,3,3.0,3.0,Moderately Old Flat,2093.0,2000.0,1850.0,8.0,0,0,1,1,0,1,1,0,1,1
sector 2,1,1.0,1.0,Moderately Old Flat,735.0,641.9213973799127,567.0090755195301,5.0,0,0,0,1,0,0,1,0,0,0
sector 28,3,3.0,1.0,Old Flat,1370.0,1196.5065502183406,1056.874059131641,12.0,0,0,0,1,0,0,1,0,0,0
sector 74,2,2.0,4.0,Moderately New Flat,1424.0,1300.0,1100.0,10.0,0,0,0,0,1,0,1,0,0,1
sector 37,3,3.0,4.0,New Flat,2585.01,2248.2003275109173,1990.0,8.0,1,0,0,0,0,0,0,0,0,0
sector 37,3,3.0,3.0,New Flat,1735.0,1400.0,965.0,4.0,0,0,0,0,0,0,0,0,0,0
sector 68,2,2.0,2.0,New Flat,1230.0,1200.0,1000.0,11.0,0,0,0,1,0,0,1,0,0,1
sector 53,4,4.0,3.0,Moderately Old Flat,3390.0,2960.698689956332,2615.184715661506,7.0,1,0,0,1,0,0,1,0,1,0
sector 62,4,4.0,4.0,Moderately New Flat,4849.6,4200.0,3725.486785524472,23.0,1,1,0,1,0,0,1,0,1,0
sector 43,3,3.0,4.0,Moderately Old Flat,2828.9333333333334,2450.0,2173.2006248892753,1.0,1,1,0,1,0,0,0,0,1,0
sector 54,4,4.0,2.0,Moderately Old Flat,2704.0,2043.6610262008735,1534.0,8.0,1,0,0,1,0,0,1,0,1,1
sector 90,2,2.0,3.0,Moderately New Flat,1300.0,1225.0,1075.0,11.0,0,0,0,1,0,0,1,0,0,0
sector 109,3,4.0,4.0,Moderately New Flat,2150.0,1797.0,1622.8691264177814,7.0,1,0,0,0,0,1,1,1,1,1
sector 56,3,4.0,4.0,Old Flat,2000.0,1900.0,1850.0,5.0,1,0,0,1,0,0,0,0,1,1
sector 102,3,3.0,3.0,Moderately New Flat,1650.0,1441.048034934498,1272.8775164724145,4.0,1,0,0,1,0,0,1,0,1,0
sector 102,2,2.0,2.0,Moderately New Flat,915.0,799.1266375545852,705.8684409528844,12.0,0,0,0,0,0,1,1,0,1,0
sector 102,2,2.0,2.0,Moderately New Flat,1359.0,1186.8995633187774,1048.3882090218249,9.0,0,0,0,0,0,1,1,0,0,0
sector 102,3,4.0,4.0,Moderately New Flat,1942.0,1696.0698689956332,1498.1382648420781,13.0,1,0,0,1,0,1,1,0,1,0
sector 103,4,6.0,4.0,Moderately New Flat,2875.0,2510.9170305676857,2217.892642338298,4.0,1,0,0,1,0,1,1,0,1,0
sector 108,3,3.0,3.0,Moderately New Flat,1745.0,1460.0,1320.0,15.0,0,0,0,0,0,0,1,0,0,0
sector 106,4,6.0,4.0,Moderately New Flat,2355.0,1535.0,1403.0,11.0,1,0,0,0,1,1,1,1,1,1
sector 113,3,4.0,4.0,Moderately New Flat,2217.0,1940.0,1730.0,5.0,1,0,0,0,0,0,1,0,0,0
sector 113,3,3.0,4.0,Moderately New Flat,2217.0,1890.0,1680.0,3.0,0,0,0,0,1,1,1,1,1,1
sector 113,3,3.0,4.0,Moderately New Flat,2691.0,2460.0,2100.0,3.0,1,0,0,0,1,1,1,1,1,1
sector 113,3,2.0,2.0,Moderately New Flat,1579.0,1420.0,1220.0,3.0,0,0,0,0,0,0,1,0,0,0
sector 106,2,2.0,4.0,Moderately New Flat,1385.0,1120.0,1040.0,3.0,0,0,0,0,0,0,1,0,0,0
sector 106,2,2.0,4.0,Moderately New Flat,1385.0,940.0,845.0,1.0,0,0,0,0,0,0,1,0,0,0
sector 106,3,4.0,4.0,Moderately New Flat,1760.0,1186.0,1130.0,24.0,1,0,0,0,0,0,1,0,0,0
sector 106,4,5.0,4.0,Moderately New Flat,2355.0,1535.0,1403.0,7.0,1,0,0,0,0,0,1,0,0,0
sector 106,4,5.0,4.0,Moderately New Flat,2355.0,1535.0,1403.0,11.0,1,0,0,0,0,0,1,0,0,0
sector 106,3,4.0,4.0,Moderately New Flat,1760.0,1186.0,1130.0,18.0,1,0,0,0,0,0,1,0,0,0
sector 99,4,5.0,4.0,Moderately New Flat,2352.0,2150.0,1930.0,1.0,1,0,0,0,0,0,1,0,0,0
sector 99,3,3.0,3.0,Moderately New Flat,1997.0,1790.0,1420.0,3.0,1,0,0,0,0,0,1,0,0,0
sector 113,3,3.0,3.0,New Flat,2217.0,2098.0,1859.0,3.0,1,0,0,0,1,1,1,1,1,1
sector 113,3,4.0,3.0,New Flat,2690.0,2600.0,2240.0,15.0,1,0,0,0,1,1,1,1,1,1
sector 83,3,2.0,1.0,Moderately New Flat,1827.5,1596.0698689956332,1409.8082796080832,6.0,1,1,1,1,1,1,1,1,1,1
sector 79,3,3.0,2.0,Moderately New Flat,1620.0,1192.3998307860263,862.18,1.0,0,1,0,1,1,1,1,1,0,1
sector 83,3,3.0,2.0,Moderately New Flat,1755.0,1532.7510917030568,1353.8788129752043,14.0,1,1,1,1,1,1,1,1,1,1
sector 79,3,3.0,3.0,Moderately New Flat,1490.0,1136.6043968340612,863.91,22.0,0,1,0,0,1,0,1,1,0,1
sector 79,3,3.0,3.0,Moderately New Flat,1490.0,1136.6043968340612,863.91,22.0,0,1,0,1,0,1,1,0,1,1
sector 83,3,3.0,3.0,Moderately New Flat,1720.0,1367.1979530567687,1095.3,16.0,1,0,0,1,1,1,1,1,1,1
sector 84,4,4.0,4.0,Moderately New Flat,3434.0,2962.063318777293,2600.0,8.0,1,0,0,0,0,0,1,0,1,0
sector 85,2,2.0,2.0,Moderately New Flat,1671.0,1190.0,970.0,4.0,1,0,1,0,0,1,1,0,0,0
sector 85,2,2.0,3.0,Moderately New Flat,1772.0,1300.0,916.0,16.0,0,0,1,0,0,1,1,0,0,0
sector 85,2,2.0,3.0,Moderately New Flat,1640.0,1173.0,882.0,12.0,0,0,0,0,0,0,1,0,0,0
sector 85,2,2.0,3.0,Moderately New Flat,1741.0,1263.0,961.0,20.0,0,1,0,0,0,0,1,0,0,1
sector 79,3,3.0,3.0,Moderately New Flat,1510.0,1147.2111462882096,867.24,18.0,0,1,0,1,1,0,1,1,0,1
sector 83,3,3.0,3.0,Moderately New Flat,1720.0,1367.1979530567687,1095.3,2.0,1,1,1,1,1,1,1,1,1,1
sector 83,3,3.0,2.0,Moderately New Flat,1755.0,1532.7510917030568,1353.8788129752043,8.0,0,1,1,1,1,1,1,1,1,1
sector 83,3,3.0,2.0,Moderately New Flat,1740.0,1519.6506550218342,1342.3071991890915,2.0,0,0,1,1,1,1,1,1,1,1
sector 84,3,4.0,3.0,Moderately New Flat,1923.0,1683.4879912663755,1500.0,15.0,1,0,0,0,0,0,1,0,1,0
sector 83,3,4.0,3.0,Moderately New Flat,1900.0,1529.6299481441047,1244.33,4.0,1,1,1,1,1,1,1,1,1,1
sector 83,3,3.0,4.0,Moderately New Flat,1850.0,1615.7205240174674,1427.1657002872525,6.0,1,1,1,1,1,1,1,1,1,1
sector 79,3,4.0,3.0,Moderately New Flat,1815.0,1395.1995442139737,1071.33,11.0,1,0,0,1,1,0,1,1,1,0
sector 79,3,3.0,2.0,Moderately New Flat,1620.0,1195.2460807860264,867.24,6.0,0,1,0,1,1,0,1,1,0,0
sector 81,3,4.0,4.0,Moderately New Flat,2660.0,2300.0,2100.0,8.0,1,0,1,1,0,0,1,0,1,0
sector 49,5,5.0,4.0,Moderately New Flat,4115.0,3593.8864628820966,3174.4793819902934,14.0,1,1,0,0,0,0,1,0,0,0
sector 90,3,3.0,3.0,Moderately New Flat,1703.0,1650.0,1600.0,10.0,0,0,0,1,0,0,1,0,0,0
sector 91,3,3.0,4.0,Moderately New Flat,1890.0,1700.0,1600.0,7.0,0,0,0,0,0,0,1,0,0,0
sector 88,3,3.0,4.0,Moderately New Flat,2683.734,2334.0612445414845,2066.0,7.0,1,0,0,0,0,0,1,0,0,0
sector 88,3,3.0,4.0,Moderately New Flat,2326.509,2023.3802947598253,1791.0,4.0,0,0,0,0,0,0,1,0,0,0
sector 79,2,2.0,2.0,Moderately New Flat,1503.0,1300.0,1200.0,4.0,0,0,0,0,0,0,1,0,0,0
sector 88,2,2.0,3.0,Moderately New Flat,1883.55,1638.1359170305677,1450.0,7.0,0,0,0,0,0,0,1,0,0,0
sector 88,2,2.0,2.0,Moderately New Flat,1697.7930000000001,1476.5818231441049,1307.0,6.0,0,0,0,0,0,0,1,0,0,0
sector 66,2,3.0,3.0,Moderately New Flat,1472.0,1470.0,1251.0,16.0,1,0,0,1,0,0,1,0,0,0
sector 77,4,3.0,3.0,Moderately New Flat,1950.0,1703.056768558952,1504.3097921946714,9.0,1,0,0,0,0,0,1,1,1,0
sector 107,3,3.0,3.0,Moderately New Flat,1943.0,1696.943231441048,1498.909705761152,10.0,0,0,0,0,0,1,1,0,1,0
sector 107,2,2.0,3.0,Moderately New Flat,1534.0,1339.7379912663755,1183.3903698598083,6.0,0,0,0,0,0,1,1,0,1,0
sector 109,4,5.0,3.0,Moderately New Flat,3055.0,2668.122270742358,2356.7520077716517,10.0,0,0,0,0,0,1,1,0,1,0
sector 102,3,4.0,3.0,Moderately New Flat,2149.0,1876.8558951965067,1657.8265350904355,13.0,1,0,0,0,0,1,1,0,1,0
sector 111,3,4.0,2.0,Moderately Old Flat,2200.0,1921.3973799126638,1697.1700219632191,10.0,1,0,0,0,0,0,1,0,1,0
sector 111,3,3.0,2.0,Moderately New Flat,1700.0,1484.7161572052403,1311.449562426124,12.0,0,0,0,0,0,1,1,0,1,0
sector 109,3,4.0,4.0,Moderately New Flat,2150.0,1877.7292576419215,1658.5979760095097,9.0,1,0,0,0,0,1,1,0,1,0
sector 108,2,3.0,3.0,Moderately New Flat,1283.0,1120.524017467249,989.7586991721864,10.0,0,0,0,0,0,0,1,0,1,0
sector 112,3,5.0,4.0,Moderately New Flat,3763.0,3286.4628820960697,2902.9321784761787,4.0,1,0,0,1,0,0,1,0,0,0
sector 79,3,4.0,4.0,Moderately New Flat,2150.0,1670.1146288209607,1300.0,5.0,1,0,0,1,1,1,1,1,1,1
sector 72,4,4.0,4.0,New Flat,4250.0,4000.0,3500.0,0.0,1,0,0,1,1,1,1,1,1,1
sector 62,2,2.0,2.0,New Flat,1342.3,1200.0,1000.0,7.0,0,0,0,1,1,1,1,1,1,1
sector 85,4,5.0,4.0,Moderately New Flat,2812.0,2455.8951965065503,2169.2918644366237,4.0,0,0,0,0,0,0,1,0,0,1
sector 72,4,4.0,4.0,New Flat,3355.0,3000.0,2800.0,30.0,1,0,0,1,1,1,1,1,1,1
sector 72,4,4.0,4.0,New Flat,4400.0,4000.0,3500.0,2.0,1,0,1,1,1,1,1,1,1,1
sector 72,4,4.0,4.0,Moderately Old Flat,4871.25,4500.0,3500.0,2.0,1,1,0,1,1,1,1,1,1,1
sector 113,3,4.0,4.0,Moderately New Flat,2351.623,2217.0,1650.0,4.0,1,0,0,1,0,0,1,0,0,0
sector 48,4,4.0,4.0,Moderately Old Flat,2567.0,2105.335698689956,1750.0,11.0,1,0,0,1,1,1,1,1,1,1
sector 22,2,2.0,2.0,Moderately New Flat,1380.0,1200.0,1000.0,9.0,0,1,0,1,1,1,1,0,0,1
sector 22,3,3.0,3.0,Moderately New Flat,1860.0,1600.0,1400.0,8.0,0,0,0,1,1,1,1,0,0,0
sector 22,3,3.0,3.0,Moderately New Flat,1860.0,1600.0,1400.0,5.0,0,0,0,1,0,0,1,0,0,0
sector 22,3,4.0,4.0,Moderately New Flat,3090.0,2600.0,2100.0,6.0,1,0,0,1,1,1,1,0,1,1
sector 69,4,4.0,2.0,Moderately New Flat,2010.0,1783.3542576419213,1610.0,10.0,1,1,1,1,1,1,1,1,1,1
sector 22,2,2.0,2.0,Moderately New Flat,1380.0,1200.0,900.0,8.0,0,0,0,1,1,1,1,0,0,1
sector 37,2,3.0,4.0,Moderately New Flat,1578.0,1300.0,1110.0,5.0,0,0,0,0,0,0,1,0,0,0
sector 37,3,3.0,3.0,Moderately New Flat,1763.0,1350.0,1234.0,4.0,0,0,0,0,0,0,1,0,0,0
sector 37,3,5.0,4.0,Moderately New Flat,1815.0,1400.0,1270.0,5.0,1,0,0,0,0,0,1,0,0,0
sector 102,3,3.0,3.0,Moderately New Flat,1650.0,1441.048034934498,1272.8775164724145,7.0,1,0,0,1,0,0,1,0,0,0
sector 50,3,3.0,4.0,Moderately Old Flat,2605.0,2400.0,2200.0,6.0,1,0,0,0,1,1,1,1,1,1
sector 37,4,4.0,3.0,Moderately New Flat,2191.0,2100.0,1800.0,7.0,0,0,0,1,0,0,1,0,0,1
sector 37,4,3.0,4.0,Moderately New Flat,2191.0,2100.0,1800.0,19.0,0,0,0,1,0,1,1,0,0,1
sector 37,4,3.0,4.0,Moderately New Flat,2191.0,2000.0,1800.0,7.0,0,0,0,1,0,1,1,0,1,1
sector 109,3,3.0,4.0,Moderately New Flat,1750.0,1466.0,1322.4118098583085,5.0,0,0,0,0,0,0,1,0,0,0
sector 70,3,3.0,3.0,Moderately New Flat,2222.733333333333,1925.0,1707.514776698716,3.0,0,0,0,0,0,1,1,1,1,1
sector 107,4,5.0,4.0,Moderately New Flat,2768.0,2417.467248908297,2135.3484639973594,12.0,1,0,0,0,0,0,1,0,0,0
sector 30,3,5.0,4.0,Old Flat,2368.0,2367.0,2000.0,16.0,1,0,0,1,1,1,1,1,1,0
sector 43,4,4.0,4.0,Old Flat,2987.7,2598.422489082969,2300.0,18.0,1,0,0,1,1,1,1,1,1,0
sector 48,3,4.0,3.0,Moderately Old Flat,2281.044,1983.8390829694322,1756.0,3.0,0,0,0,1,0,0,1,0,0,0
sector 70,3,4.0,3.0,Moderately New Flat,2350.0,2052.401746724891,1812.8861598243477,8.0,1,0,1,1,1,1,1,1,1,1
sector 39,4,3.0,3.0,Old Flat,3052.65,2654.9099344978167,2350.0,10.0,1,0,0,1,0,0,1,0,0,0
sector 83,3,2.0,2.0,Moderately Old Flat,1755.0,1500.0,1100.0,2.0,0,0,0,0,0,0,1,0,0,0
sector 67,2,2.0,1.0,Moderately New Flat,767.7090000000001,667.6816048034934,590.9999999999999,6.0,0,0,0,1,0,0,1,0,0,0
sector 70,3,5.0,3.0,Moderately New Flat,1950.0,1504.590884279476,1161.0,8.0,1,0,0,1,0,0,1,0,1,0
sector 65,4,4.0,4.0,Moderately New Flat,1975.0,1724.8908296943232,1523.5958151715263,4.0,1,0,0,1,0,0,1,1,1,1
sector 65,3,3.0,3.0,Moderately New Flat,1650.0,1441.048034934498,1272.8775164724145,0.0,1,0,0,1,0,0,1,1,1,1
sector 54,3,4.0,4.0,Moderately Old Flat,1983.0,1785.0,1607.0,6.0,1,0,0,1,1,1,1,0,1,1
sector 83,3,3.0,2.0,Moderately New Flat,1980.0,1729.2576419213974,1527.4530197668973,2.0,1,0,0,0,0,0,1,0,1,0
sector 90,3,3.0,2.0,Moderately New Flat,2533.05,2203.0103711790393,1950.0,6.0,0,0,0,1,0,0,1,0,0,0
sector 81,3,3.0,3.0,Moderately New Flat,2739.591,2382.6404475982536,2109.0,15.0,1,0,0,1,0,0,1,0,0,0
sector 90,2,3.0,2.0,Moderately New Flat,1756.248,1527.4205240174674,1352.0,7.0,0,0,0,1,0,0,1,0,0,0
sector 85,2,2.0,2.0,Moderately New Flat,2261.559,1966.8928493449785,1741.0,16.0,0,0,0,1,0,0,1,0,0,0
sector 85,4,4.0,4.0,Moderately New Flat,2812.0,2455.8951965065503,2169.2918644366237,8.0,1,0,0,0,0,0,1,0,0,0
sector 85,3,4.0,3.0,Moderately New Flat,2408.0,2103.056768558952,1857.629733130651,8.0,1,0,0,1,0,0,1,0,0,0
sector 83,3,3.0,2.0,Moderately New Flat,1735.0,1515.28384279476,1338.4499945937205,11.0,0,0,0,0,0,0,0,0,0,0
sector 65,3,3.0,3.0,Moderately New Flat,1395.0,1218.340611353712,1076.1600821084958,9.0,1,0,0,1,0,0,1,1,1,1
sector 65,2,2.0,2.0,Moderately New Flat,1020.0,800.352347161572,631.0,7.0,0,0,0,0,0,0,0,1,0,1
sector 65,4,4.0,4.0,Moderately New Flat,1975.0,1724.8908296943232,1523.5958151715263,0.0,1,0,0,1,0,0,1,1,0,1
sector 65,3,3.0,4.0,Moderately New Flat,1650.0,1441.048034934498,1272.8775164724145,3.0,1,0,0,0,0,0,1,1,1,1
sector 65,3,3.0,3.0,Moderately New Flat,1650.0,1441.048034934498,1272.8775164724145,2.0,1,0,0,1,1,0,1,1,1,1
