sector,num_bedrooms,num_bathrooms,num_balconies,age_group,super_built_up_area,built_up_area,carpet_area,floor_number,servant_room,pooja_room,store_room,furnished,Centrally Air Conditioned,False Ceiling Lighting,Intercom Facility,Private Garden / Terrace,Separate entry for servant room,Spacious Interiors
sector 36,1,1.0,1.0,New Flat,535.1879999999999,465.4565502183407,412.0,8.0,0,0,0,0,0,0,1,0,0,0
sohna road,2,2.0,2.0,Moderately New Flat,922.29,802.1217248908297,709.9999999999999,6.0,0,0,0,1,0,0,1,0,0,0
sector 37,2,2.0,3.0,New Flat,650.0,619.0927947598252,596.0000000000001,0.0,0,0,0,0,0,0,1,0,0,0
sector 65,2,2.0,3.0,Under Construction,1516.0,1468.0712336244542,1433.0,8.0,0,0,0,0,0,0,1,0,0,0
sector 89,2,2.0,2.0,Under Construction,1437.993,1250.6320414847162,1107.0,1.0,0,0,0,0,0,0,1,0,0,0
sector 5,3,2.0,2.0,Moderately Old Flat,1039.2,903.7991266375547,800.0,4.0,0,0,0,0,0,0,1,0,0,0
sector 53,3,3.0,3.0,Under Construction,3339.296,2892.0,2565.263758032565,29.0,0,0,0,0,0,0,0,0,0,0
sector 89,2,2.0,2.0,Under Construction,1275.9066666666668,1105.0,980.1578328582242,1.0,0,0,0,0,0,0,0,0,0,0
sector 76,3,4.0,3.0,Under Construction,2840.047,2937.0,1762.0,8.0,0,0,0,0,0,0,0,0,0,0
sector 85,2,2.0,3.0,Under Construction,1400.0,1114.228711790393,894.0,30.0,0,0,0,0,0,0,1,0,0,0
sector 86,2,2.0,2.0,Old Flat,669.7254300000002,582.4646446506551,515.57,6.0,0,0,0,0,0,0,0,0,0,0
sohna road,2,2.0,2.0,New Flat,739.8187483333334,657.9999999999999,554.17,18.0,0,0,0,0,0,0,0,0,0,0
sohna road,1,1.0,1.0,Moderately New Flat,692.8,600.0,532.2123979320675,12.0,0,0,0,0,0,0,1,0,0,0
manesar,2,2.0,0.0,Under Construction,1501.0666666666666,1300.0,1153.126862186146,7.0,0,0,0,0,0,0,0,0,0,0
sector 84,1,1.0,1.0,Moderately New Flat,439.0,382.390556768559,339.0,13.0,0,0,0,1,0,0,0,0,0,0
sector 56,3,2.0,3.0,Old Flat,1600.0,1570.5649563318777,1550.0,6.0,0,0,1,0,1,0,1,1,0,1
sector 89,3,2.0,3.0,Under Construction,1103.0,963.3187772925764,850.8993337388322,1.0,0,0,0,0,0,0,1,0,0,0
sector 107,2,2.0,4.0,New Flat,1366.0,1200.0,1056.8805310450434,11.0,0,0,0,0,0,0,1,0,0,0
sector 14,5,5.0,2.0,Old Flat,2987.7,2598.422489082969,2300.0,3.0,0,1,1,1,0,0,1,0,0,0
sector 107,2,2.0,2.0,New Flat,727.44,632.6593886462882,560.0,13.0,0,0,0,0,0,0,0,0,0,0
sector 36,3,2.0,3.0,New Flat,1404.219,1221.2585698689957,1081.0,2.0,0,0,0,0,0,0,0,0,0,0
sector 85,3,4.0,3.0,Moderately Old Flat,1645.0,1449.5906113537117,1300.0,6.0,1,0,0,1,0,0,1,0,0,0
sector 47,1,1.0,2.0,Old Flat,700.1610000000001,608.9346615720524,539.0,3.0,0,0,0,0,0,0,1,0,0,0
sector 61,2,2.0,2.0,Under Construction,1493.85,1299.2112445414846,1150.0,3.0,0,0,0,0,0,0,0,0,0,0
sector 30,2,2.0,1.0,Old Flat,858.6389999999999,746.7640283842794,661.0,2.0,0,0,0,1,0,0,0,0,0,0
sector 79,2,2.0,3.0,Moderately New Flat,1596.904,1383.0,1226.7495772334155,1.0,0,0,0,0,0,0,0,0,0,0
sector 36,3,2.0,3.0,Under Construction,1081.0,944.1048034934498,833.9276335192,3.0,0,0,0,0,0,0,0,0,0,0
sector 49,1,1.0,1.0,Moderately New Flat,584.55,508.3870087336245,450.0,2.0,0,0,0,1,0,0,1,0,0,0
sector 79,3,4.0,4.0,New Flat,2289.0,1630.1258187772926,1121.0,6.0,1,0,0,0,0,0,1,0,0,0
sector 70,4,4.0,4.0,Moderately Old Flat,3117.6,2711.397379912664,2400.0,10.0,1,0,0,1,0,0,1,0,0,0
sector 88,3,2.0,2.0,Under Construction,775.5029999999999,674.4600982532752,597.0,2.0,0,0,0,0,0,0,0,0,0,0
sector 79,2,2.0,3.0,New Flat,2042.028,1775.9652838427949,1572.0,3.0,0,0,0,0,0,0,1,1,0,0
sector 92,3,2.0,3.0,New Flat,1942.005,1688.9746179039303,1495.0,1.0,0,0,0,0,0,0,0,0,0,0
sector 69,4,5.0,4.0,Moderately New Flat,3216.0,2808.7336244541484,2480.953995742597,14.0,0,1,0,0,0,0,1,0,0,0
sector 63,3,3.0,3.0,Under Construction,1753.65,1525.1610262008735,1350.0,1.0,0,0,0,0,0,0,1,0,0,0
sector 48,4,5.0,3.0,Moderately Old Flat,2533.05,2203.0103711790393,1950.0,1.0,0,0,0,1,0,0,1,0,0,0
sector 76,2,2.0,1.0,Under Construction,987.24,858.6091703056768,760.0,8.0,0,0,0,0,0,0,1,0,0,0
sector 61,3,3.0,2.0,Under Construction,2012.151,1749.9810589519652,1549.0,3.0,0,0,0,0,0,0,0,0,0,0
sector 21,5,4.0,2.0,Moderately Old Flat,2400.0,2096.0698689956334,1851.4582057780574,2.0,0,0,0,0,0,0,0,0,0,0
sector 85,3,3.0,2.0,Moderately New Flat,1485.0,1402.0,1400.0,12.0,0,0,0,0,0,0,1,0,0,1
sohna road,2,2.0,1.0,New Flat,602.0,516.007096069869,450.0,1.0,0,0,0,0,0,0,1,0,0,0
sector 56,1,1.0,1.0,Moderately Old Flat,980.7449999999999,852.9604257641922,755.0,0.0,0,0,0,0,0,0,1,1,0,1
sector 79,2,2.0,2.0,Moderately New Flat,1470.0,1283.8427947598254,1134.0181510390603,7.0,0,0,0,1,0,0,1,0,0,1
sector 86,2,2.0,1.0,Moderately New Flat,1360.0,1187.7729257641922,1049.1596499408993,10.0,0,0,0,0,0,0,1,0,0,1
sohna road,1,1.0,1.0,Moderately New Flat,414.0,381.5985262008735,357.0,1.0,0,0,0,0,0,0,1,0,0,0
sector 56,1,1.0,1.0,Old Flat,785.895,683.4980895196506,605.0000000000001,1.0,0,0,0,0,0,0,0,0,0,1
sector 5,1,1.0,1.0,Moderately New Flat,757.317,658.643613537118,583.0,3.0,0,0,0,0,0,0,0,0,0,0
sector 86,3,2.0,2.0,Under Construction,974.2500000000001,847.3116812227074,750.0,2.0,0,0,0,0,0,0,0,0,0,0
sector 86,2,2.0,1.0,Moderately New Flat,780.6989999999998,678.9790938864629,601.0,2.0,0,0,0,0,0,0,0,0,0,0
sector 33,3,2.0,4.0,Under Construction,1640.0,1432.3144104803494,1265.1631072816726,7.0,0,1,0,0,0,0,1,0,0,0
sector 70,3,3.0,2.0,Under Construction,1610.0,1406.113537117904,1242.0198797094467,1.0,0,0,0,0,0,0,0,0,0,0
sector 109,4,1.0,0.0,New Flat,3473.2373333333335,3008.0,2668.1581549660978,0.0,0,0,0,0,0,0,0,0,0,0
sector 89,2,2.0,2.0,Under Construction,1625.049,1413.315884279476,1251.0,15.0,0,0,0,0,0,0,1,0,0,0
sohna road,2,2.0,2.0,Moderately New Flat,719.646,625.8808951965066,554.0,19.0,0,0,0,1,0,0,0,0,0,0
sector 103,2,2.0,0.0,Moderately New Flat,1674.2666666666667,1450.0,1286.1799616691628,10.0,0,0,0,0,0,0,0,0,0,0
sector 28,4,5.0,4.0,Moderately Old Flat,3764.0,3287.336244541485,2903.7036193952536,5.0,1,0,0,1,0,0,0,0,0,0
sector 37,2,2.0,0.0,Under Construction,1822.064,1578.0,1399.7186065613373,17.0,1,0,0,0,0,0,0,0,0,0
sector 84,2,2.0,1.0,Moderately New Flat,1270.0,1109.1703056768558,979.7299672242219,6.0,0,0,0,0,0,0,1,0,0,0
sector 61,2,2.0,1.0,Under Construction,1150.0,1004.3668122270743,887.1570569353191,3.0,0,0,0,0,0,0,1,0,0,0
sector 57,4,5.0,3.0,Moderately Old Flat,4394.6613333333335,3806.0,3376.000644215748,2.0,0,0,0,0,0,0,0,0,0,0
sohna road,2,2.0,2.0,Moderately New Flat,832.2981666666667,743.0,621.0000000000001,3.0,0,0,0,0,0,0,0,0,0,0
sector 76,3,3.0,2.0,Under Construction,1575.8313333333333,1672.0,940.0,2.0,0,0,0,0,0,0,0,0,0,0
sector 106,3,2.0,2.0,Moderately New Flat,1402.92,1359.0,952.0,4.0,0,0,0,0,0,0,0,0,0,0
sector 89,2,2.0,1.0,Moderately New Flat,806.2460000000001,672.0,644.0000000000001,4.0,0,0,0,1,0,0,0,0,0,0
sector 89,1,1.0,1.0,New Flat,500.0,430.0,410.0,6.0,0,0,0,0,0,0,1,0,0,0
sector 92,4,3.0,3.0,Under Construction,2355.52,2040.0,1809.5221529690293,10.0,1,0,0,0,0,0,1,0,0,0
sector 90,2,3.0,2.0,Moderately New Flat,1558.8,1350.0,1197.4778953471518,0.0,0,0,0,0,0,0,0,0,0,0
sector 82,1,1.0,0.0,Moderately New Flat,750.5333333333333,650.0,576.5634310930728,6.0,0,0,0,0,0,0,0,0,0,0
sector 33,2,2.0,3.0,Under Construction,1449.1066666666666,1385.0,1000.0,17.0,0,0,0,0,0,0,0,0,0,0
sector 89,2,2.0,0.0,Under Construction,1273.5973333333334,1103.0,978.383791531784,2.0,0,0,0,0,0,0,0,0,0,0
sector 82,2,2.0,3.0,Moderately New Flat,1617.255,1406.5373908296942,1245.0,9.0,0,0,0,0,0,0,0,0,0,0
sector 33,2,2.0,2.0,Under Construction,1792.6200000000001,1559.0534934497819,1380.0,14.0,0,0,0,0,0,0,0,0,0,0
sector 92,3,2.0,2.0,Moderately New Flat,1456.0346666666667,1261.0,1118.5330563205616,14.0,0,0,0,0,0,0,0,0,0,0
sector 52,5,7.0,4.0,Moderately Old Flat,6754.8,5874.6943231441055,5200.0,1.0,1,1,0,0,0,1,0,0,1,1
sector 88,3,3.0,3.0,Moderately New Flat,2330.406,2026.7695414847162,1794.0,12.0,0,0,0,0,0,0,1,0,0,0
sector 85,4,5.0,4.0,Under Construction,3945.2,3448.05403930131,3011.434816506191,16.0,0,1,0,1,0,0,1,0,0,0
sector 89,3,3.0,3.0,Under Construction,1423.0,1242.7947598253277,1097.760427842573,2.0,0,1,0,0,0,0,0,0,0,0
sector 6,3,2.0,2.0,Moderately Old Flat,1169.1,1016.7740174672489,900.0,2.0,0,0,0,0,0,1,0,0,0,1
sector 67,3,3.0,3.0,New Flat,1750.0,1528.3842794759826,1350.0216083798334,12.0,0,0,0,0,0,0,1,0,0,0
sector 37,1,1.0,0.0,Moderately New Flat,772.472,669.0000000000001,593.4168236942552,5.0,0,0,0,0,0,0,0,0,0,0
sohna road,2,2.0,1.0,New Flat,753.4199999999998,655.2543668122271,580.0,7.0,0,0,0,0,0,0,1,0,0,0
sector 86,2,2.0,1.0,New Flat,1360.0,1300.0,1000.0,12.0,0,0,0,0,0,0,1,0,0,0
sector 104,2,2.0,1.0,Moderately New Flat,569.0,496.94323144104806,438.94988295321434,14.0,0,0,0,0,0,0,1,0,0,0
sector 33,2,2.0,2.0,Under Construction,1080.71604,939.905901746725,831.96,15.0,0,0,0,0,0,0,1,0,0,0
sohna road,2,2.0,2.0,Moderately New Flat,1503.5896666666667,1348.04557860262,1127.5,8.0,0,0,0,1,0,0,1,0,0,0
sector 84,3,2.0,4.0,New Flat,1350.0,1179.0393013100438,1041.4452407501572,10.0,0,0,0,1,0,0,0,0,0,0
sector 52,5,5.0,4.0,Moderately Old Flat,6004.266666666666,5200.0,4612.507448744584,2.0,0,0,0,0,0,0,0,0,0,0
sector 92,3,2.0,2.0,Moderately New Flat,1717.3501666666666,1556.0,1261.0,16.0,0,0,0,0,0,0,0,0,0,0
sector 85,2,2.0,2.0,New Flat,1640.0,1432.3144104803494,1265.1631072816726,17.0,0,0,0,0,0,0,1,0,0,0
sector 84,3,3.0,3.0,New Flat,2000.0,1829.6124454148471,1700.0,2.0,1,0,0,0,0,0,1,1,0,0
sector 92,3,3.0,3.0,Under Construction,2662.95,2315.9852620087336,2050.0,18.0,1,0,0,0,0,0,1,0,0,0
sohna road,2,1.0,2.0,Under Construction,1067.778,928.6536026200874,822.0,3.0,0,0,0,0,0,0,1,0,0,0
sector 10,2,2.0,3.0,New Flat,1200.0,1048.0349344978167,925.7291028890287,9.0,0,0,0,0,0,0,1,0,0,0
sector 88,2,2.0,3.0,Under Construction,1506.8400000000001,1350.0,1120.0,3.0,0,0,0,0,0,0,1,0,0,0
sector 92,4,4.0,0.0,Under Construction,2355.52,2040.0,1809.5221529690293,7.0,0,0,0,0,0,0,0,0,0,0
sector 63,3,3.0,4.0,Moderately New Flat,1922.2313333333332,1642.0,1500.0,14.0,1,0,0,1,0,0,0,0,0,0
sohna road,2,2.0,2.0,Under Construction,1070.376,930.9131004366812,824.0,3.0,0,0,0,0,0,0,1,0,0,1
samaspur,2,2.0,0.0,Moderately New Flat,1363.95,1186.2363537117903,1050.0,5.0,0,0,0,0,0,0,0,0,0,0
sector 89,3,3.0,3.0,Under Construction,1330.1038333333333,1423.0,783.0,4.0,0,0,0,0,0,1,1,0,0,0
sector 107,2,2.0,4.0,New Flat,1366.0,1193.0131004366813,1053.7882954553443,14.0,0,0,0,0,0,0,1,0,0,0
sector 89,3,2.0,3.0,Moderately Old Flat,1550.0,1353.7117903930132,1195.7334245649954,6.0,0,0,1,1,0,0,1,0,0,0
sector 99,2,2.0,1.0,Moderately New Flat,707.9550000000002,615.7131550218342,544.9999999999999,3.0,0,0,0,0,0,0,0,0,0,0
sector 50,3,3.0,4.0,Moderately Old Flat,1919.056,1662.0,1474.2283422718267,0.0,0,0,0,0,0,0,0,0,0,0
sector 92,2,2.0,2.0,Moderately New Flat,1296.402,1127.4894104803493,998.0,2.0,0,0,0,0,0,0,1,0,0,0
sector 29,3,2.0,3.0,Moderately Old Flat,1560.0,1510.0,1268.7519841156927,1.0,1,0,0,0,0,0,1,0,0,0
sector 109,3,4.0,4.0,New Flat,2585.0,2257.64192139738,1994.1747758067827,10.0,1,0,0,0,0,0,1,0,0,0
sector 67,2,2.0,2.0,Moderately New Flat,1753.65,1525.1610262008735,1350.0,10.0,0,0,1,1,0,0,1,0,0,0
sector 33,2,2.0,4.0,Under Construction,1799.115,1564.7022379912664,1385.0,15.0,0,0,0,0,0,0,1,0,0,0
sector 77,2,2.0,2.0,New Flat,1740.66,1513.863537117904,1340.0,3.0,0,0,0,0,0,0,1,0,0,0
sector 89,3,3.0,3.0,New Flat,1960.0,1711.7903930131006,1512.0242013854136,5.0,0,0,0,0,0,0,1,0,0,0
sector 95,4,3.0,3.0,Moderately New Flat,3302.058,2871.8217248908295,2542.0,9.0,1,0,0,0,0,0,0,0,0,0
sector 92,3,4.0,2.0,Under Construction,1630.0,1423.580786026201,1257.4486980909305,1.0,0,0,0,0,0,0,0,0,0,0
sector 76,4,6.0,4.0,New Flat,2650.0,2314.410480349345,2044.318435546605,8.0,1,0,0,0,0,0,0,0,0,0
sector 63,2,2.0,2.0,Under Construction,1081.0,944.1048034934498,833.9276335192,1.0,0,0,0,0,0,0,0,0,0,0
sector 88,3,3.0,4.0,New Flat,1449.684,1260.7997816593888,1116.0,10.0,0,0,0,0,0,0,1,0,1,0
sector 103,1,2.0,2.0,New Flat,470.08212000000003,408.83353493449795,361.8799999999999,5.0,0,0,0,0,0,0,0,0,0,0
sector 104,3,2.0,2.0,Under Construction,991.1370000000001,861.9984170305677,763.0,7.0,0,0,0,0,0,0,0,0,0,0
sector 61,3,3.0,2.0,Under Construction,2117.37,1841.4907205240174,1630.0,3.0,0,0,0,0,0,0,0,0,0,0
sector 92,2,2.0,3.0,Under Construction,1010.0,834.7980349344978,700.0,2.0,0,0,0,0,0,0,0,0,0,0
sector 95,2,2.0,1.0,New Flat,767.0,669.8689956331876,591.6951849299041,14.0,0,0,0,1,0,0,1,0,0,0
sector 33,2,2.0,2.0,Moderately New Flat,1412.8068333333335,1492.0,849.0,0.0,0,0,0,0,0,0,0,0,0,0
sector 3,3,2.0,1.0,Moderately New Flat,1169.1,1016.7740174672489,900.0,3.0,0,0,0,0,0,0,0,0,0,0
sector 15,2,2.0,1.0,Moderately New Flat,1000.23,869.9066593886463,770.0,2.0,0,0,0,1,0,0,0,0,0,0
sector 81,4,6.0,4.0,Moderately New Flat,4200.0,3668.122270742358,3240.0518601116,17.0,1,0,0,1,0,0,1,0,0,0
sector 107,2,2.0,2.0,Moderately New Flat,650.0,621.3427947598252,599.9999999999999,3.0,0,0,0,1,0,0,1,0,0,0
sector 36,2,2.0,2.0,Moderately New Flat,1000.0,845.6187227074236,727.0,5.0,0,0,0,0,0,0,1,0,0,0
sector 113,3,3.0,3.0,New Flat,2520.0,2200.873362445415,1944.0311160669603,9.0,0,0,0,0,0,0,1,0,0,0
sohna road,2,2.0,2.0,New Flat,719.85384,626.061655021834,554.1599999999999,14.0,0,0,0,0,0,0,0,0,0,0
sector 78,2,2.0,1.0,Moderately Old Flat,1429.766,1239.0,1100.0,5.0,0,0,0,0,0,0,0,0,0,0
sector 92,4,3.0,3.0,Moderately Old Flat,1956.0,1708.2969432314412,1508.9384377091167,4.0,0,0,0,0,0,1,1,0,0,1
sector 81,3,3.0,0.0,Moderately New Flat,2055.306666666667,1780.0,1578.8967805318002,7.0,0,0,0,0,0,0,0,0,0,0
sector 93,2,2.0,0.0,Moderately New Flat,689.336,597.0,529.5513359424071,10.0,0,0,0,0,0,0,0,0,0,0
sector 76,3,3.0,2.0,Under Construction,1879.7973333333334,1628.0,1444.0696397223428,3.0,0,0,0,0,0,0,0,0,0,0
sector 89,3,3.0,2.0,Under Construction,1419.0853333333334,1423.0,920.0,2.0,0,0,0,0,0,0,0,0,0,0
sector 37,3,3.0,1.0,Under Construction,1753.65,1525.1610262008735,1350.0,2.0,0,1,0,0,0,0,0,0,0,0
sector 43,4,4.0,4.0,Moderately Old Flat,2997.0,2617.4672489082973,2312.008434465349,9.0,1,0,0,0,0,0,0,0,0,0
sector 61,2,2.0,2.0,Under Construction,1623.75,1412.186135371179,1250.0,3.0,0,0,0,0,0,0,1,0,0,0
gwal pahari,2,2.0,2.0,Under Construction,1304.7733333333333,1130.0,1002.333349438727,4.0,0,0,0,1,0,1,1,1,0,0
sector 29,4,4.0,0.0,Old Flat,3752.666666666666,3250.0,2882.8171554653654,9.0,0,0,0,0,0,0,0,0,0,0
sector 102,2,2.0,3.0,Moderately New Flat,1579.584,1368.0,1213.4442672851137,14.0,0,0,0,0,0,0,0,0,0,0
sector 36,2,2.0,2.0,Under Construction,1707.752,1479.0,1311.9035609025461,23.0,0,0,0,0,0,0,0,0,0,0
sector 63,3,3.0,4.0,Under Construction,3117.6,2711.397379912664,2400.0,1.0,0,0,0,0,0,0,1,0,0,0
sector 104,1,2.0,2.0,New Flat,391.36271999999985,340.3707510917029,301.28,2.0,0,0,0,0,0,0,1,0,0,0
sector 37,2,2.0,3.0,New Flat,650.0,619.1602947598253,596.1199999999999,7.0,0,0,0,0,0,0,1,0,0,0
sector 111,3,4.0,4.0,Under Construction,2325.0,2030.5676855895197,1793.600136847493,14.0,1,0,0,0,0,0,0,0,0,0
sector 104,1,2.0,2.0,New Flat,390.999,340.0544213973799,301.0,3.0,0,0,0,0,0,0,0,0,0,0
sector 92,3,4.0,3.0,Moderately Old Flat,2078.4,1807.5982532751093,1600.0,2.0,0,0,0,0,0,0,0,0,1,0
sector 48,4,5.0,4.0,New Flat,4026.9000000000005,3502.221615720524,3100.0,4.0,1,1,0,0,1,1,0,0,1,1
sector 70,3,3.0,3.0,New Flat,1950.0,1703.056768558952,1504.3097921946714,10.0,1,1,1,0,0,0,1,0,0,0
sector 28,3,4.0,4.0,Moderately Old Flat,2286.2400000000002,1988.3580786026203,1760.0,3.0,1,0,0,1,0,0,0,0,0,0
sector 39,3,3.0,4.0,Old Flat,2771.2,2400.0,2128.84959172827,0.0,0,0,0,0,0,0,0,0,0,0
sector 102,2,2.0,2.0,Moderately New Flat,1085.531,915.0,858.0,14.0,0,0,0,0,0,0,0,0,0,0
sector 102,2,2.0,2.0,Moderately New Flat,966.6725000000001,915.0,675.0,14.0,0,0,0,0,0,0,0,0,0,0
sector 95,3,2.0,2.0,Moderately New Flat,889.815,773.8780021834061,684.9999999999999,6.0,0,0,0,0,0,0,0,0,0,0
sector 49,1,1.0,1.0,Moderately New Flat,938.2388333333332,850.0,689.0,8.0,0,0,0,0,0,0,0,0,0,0
sector 88,3,2.0,4.0,Moderately New Flat,1617.0,1412.227074235808,1247.4199661429661,10.0,0,0,0,1,0,0,1,0,0,0
sector 1,3,3.0,0.0,Moderately Old Flat,2540.266666666667,2200.0,1951.4454590842474,5.0,0,0,0,0,0,0,0,0,0,0
sector 33,2,2.0,2.0,Moderately New Flat,748.7291666666667,623.0,599.0,4.0,0,0,0,0,0,0,0,0,0,0
sector 95,2,2.0,2.0,Moderately New Flat,770.307,669.9411026200875,593.0,14.0,0,0,0,0,0,0,0,0,0,0
sector 65,3,3.0,3.0,Under Construction,2668.146,2320.504257641922,2054.0,15.0,1,1,0,1,1,1,1,1,1,1
sector 37,3,3.0,3.0,Under Construction,1772.4133333333334,1535.0,1361.5767180428725,1.0,0,1,0,0,0,0,0,0,0,0
golf course ext road,3,3.0,3.0,Under Construction,1500.0,1310.043668122271,1157.1613786112857,12.0,0,0,0,0,0,0,0,0,0,0
sector 61,3,3.0,3.0,Under Construction,1996.4908333333333,1630.0,1625.0,2.0,0,0,0,0,0,0,0,0,0,0
sector 102,2,2.0,1.0,Moderately New Flat,982.91,915.0,700.0,7.0,0,0,0,0,0,0,0,0,0,0
sector 33,3,3.0,2.0,New Flat,2447.3160000000003,2128.4469432314413,1884.0,1.0,0,0,0,0,0,0,0,0,0,0
sector 104,4,3.0,1.0,New Flat,2500.0,2183.406113537118,1928.6022976854765,2.0,0,0,0,0,0,0,0,0,0,0
sector 61,2,2.0,2.0,Under Construction,1493.85,1299.2112445414846,1150.0,4.0,0,1,0,0,0,0,1,0,0,0
sohna road,1,1.0,1.0,Moderately New Flat,441.77691000000004,384.2163062227073,340.0899999999999,12.0,0,0,0,1,0,0,0,0,0,0
sector 43,3,4.0,2.0,Under Construction,2150.0,1877.7292576419215,1658.5979760095097,7.0,0,0,0,0,0,0,0,0,0,0
sector 99,3,4.0,3.0,Under Construction,2780.0,2427.9475982532754,2144.6057550262494,1.0,1,0,0,1,1,1,1,0,1,1
sector 79,3,3.0,0.0,Moderately New Flat,2095.72,1815.0,1609.942503744504,12.0,0,0,0,0,0,0,0,0,0,0
sector 85,3,3.0,2.0,Under Construction,2107.266666666667,1825.0,1618.8127103767051,27.0,0,0,0,0,0,0,0,0,0,0
sector 63,2,2.0,2.0,Under Construction,1604.265,1395.239901746725,1235.0,3.0,0,0,0,0,0,0,0,0,0,0
sector 95,2,2.0,2.0,New Flat,739.1310000000001,642.8271288209608,569.0,2.0,0,0,0,1,0,0,0,0,0,0
manesar,3,3.0,3.0,Moderately Old Flat,1762.0213333333334,1526.0,1353.5935320738913,2.0,0,0,0,0,0,0,0,0,0,0
sector 89,2,2.0,3.0,New Flat,1441.89,1254.021288209607,1110.0,3.0,0,0,0,0,0,0,0,1,0,0
sector 104,3,4.0,4.0,Moderately New Flat,2290.0,2000.0,1766.5997046798961,4.0,1,0,0,0,0,0,1,0,0,0
sohna road,2,2.0,2.0,Moderately Old Flat,1558.8,1350.0,1197.4778953471518,4.0,0,0,0,0,0,0,0,0,0,0
sector 99,4,4.0,4.0,Under Construction,3360.0,2934.4978165938865,2592.0414880892804,2.0,1,0,0,0,0,1,1,0,1,1
sohna road,2,2.0,4.0,Moderately New Flat,1457.0,1272.4890829694323,1123.9894190910954,17.0,0,0,0,1,0,0,0,0,0,0
sector 86,3,2.0,3.0,Moderately New Flat,1536.4283333333333,1480.0,1050.0,8.0,0,0,0,1,0,0,1,0,0,0
sector 99,4,4.0,0.0,Under Construction,3723.8,3225.0,2860.641638884863,5.0,0,0,0,0,0,0,0,0,0,0
sector 93,2,2.0,2.0,New Flat,706.04547,614.0524241266376,543.5299999999999,11.0,0,0,0,0,0,0,0,0,0,0
sector 89,2,2.0,2.0,Under Construction,1432.797,1246.1130458515286,1103.0,4.0,1,0,0,0,0,0,1,0,0,0
sector 59,3,4.0,3.0,Under Construction,2295.0,2004.3668122270744,1770.4569092752672,3.0,0,0,0,0,0,0,0,0,0,0
sector 2,3,3.0,3.0,Under Construction,1986.0266666666666,1720.0,1525.6755407385933,4.0,0,0,0,0,0,0,0,0,0,0
sector 107,2,2.0,2.0,New Flat,719.4511500000001,625.711432860262,553.85,9.0,0,0,0,0,0,0,1,0,0,0
sector 93,3,4.0,2.0,Moderately New Flat,1805.0,1350.0,1100.0,12.0,0,0,0,1,1,1,1,0,0,1
sector 69,2,2.0,2.0,Moderately Old Flat,1270.1333333333334,1100.0,975.7227295421237,4.0,0,0,0,0,0,0,0,0,0,0
sector 2,2,2.0,1.0,Moderately New Flat,977.8583333333332,850.0,750.0,2.0,0,0,0,1,0,0,0,0,0,0
sector 11,2,2.0,2.0,New Flat,704.0,657.9999999999999,554.17,10.0,0,0,0,0,0,0,1,1,0,0
sector 79,3,4.0,4.0,Moderately New Flat,3073.434,2672.985917030568,2366.0,2.0,1,0,0,1,0,1,1,0,1,1
sector 82,5,5.0,4.0,Moderately New Flat,3385.194,2944.125655021834,2606.0,14.0,0,0,0,1,0,0,1,0,0,0
sector 28,2,2.0,2.0,New Flat,1493.85,1299.2112445414846,1150.0,11.0,0,0,0,1,0,1,1,0,0,1
sector 37,3,3.0,4.0,Moderately Old Flat,1770.0,1545.8515283842796,1365.4504267613172,13.0,0,0,0,0,0,0,1,0,0,0
sector 33,3,3.0,3.0,Under Construction,2070.2228333333333,1855.9364765283842,1544.819184642685,2.0,0,0,0,0,0,0,0,0,0,0
sohna road,2,2.0,2.0,Moderately New Flat,567.0,556.0,500.0,5.0,0,0,0,0,0,0,0,0,0,0
sector 104,2,2.0,3.0,Moderately New Flat,903.8312099999998,786.0679929039302,695.7899999999998,12.0,0,0,0,0,0,0,1,0,0,1
sohna road,2,2.0,2.0,Moderately New Flat,1275.0,1001.7060589519651,791.0,13.0,0,0,0,1,0,0,1,0,0,1
sohna road,2,2.0,3.0,Moderately New Flat,1067.778,928.6536026200874,822.0,3.0,0,0,0,0,0,0,0,0,0,0
sector 67,3,3.0,2.0,Moderately Old Flat,2104.38,1830.1932314410483,1620.0,1.0,0,0,0,0,0,0,0,0,0,0
sector 74,2,2.0,4.0,Moderately New Flat,1849.776,1608.7624454148472,1424.0,12.0,0,0,0,0,0,0,0,0,0,0
sector 65,2,2.0,2.0,Under Construction,1568.0373333333334,1358.0,1204.5740606529125,40.0,0,0,0,0,0,0,0,0,0,0
sohna road,2,2.0,1.0,Moderately New Flat,625.76727,544.2339415938866,481.73000000000013,5.0,0,0,0,0,0,0,0,0,0,0
sector 81,2,2.0,2.0,Under Construction,1396.425,1214.4800764192141,1075.0,3.0,0,0,0,1,0,0,1,0,0,0
sector 61,2,2.0,2.0,Under Construction,1493.85,1299.2112445414846,1150.0,3.0,0,0,0,0,0,0,1,1,0,1
sector 86,3,3.0,2.0,New Flat,1951.3866666666668,1690.0,1499.06492084199,10.0,0,0,0,0,0,0,1,0,0,0
sector 37,3,3.0,3.0,Moderately New Flat,2297.786666666667,1990.0,1765.1711198080236,9.0,0,0,0,0,0,0,0,0,0,0
sector 89,2,2.0,2.0,Under Construction,1067.0,791.063864628821,578.0,1.0,0,0,0,0,0,0,1,1,0,1
sector 90,2,2.0,1.0,New Flat,896.3100000000001,779.5267467248909,690.0,0.0,0,0,0,0,0,0,0,0,0,0
